RESPNUM;CCGID;RUNID;INTDATE;DAY;GATE;BAREA;STRATA;PEAK;METH;SAQ;AIRLINE;DESTINATION;FLIGHT;AIRLINE_CODE;DEST_CODE;DESTGEO;DESTMARK;ARRTIME;DEPTIME;HOWLONG;Q2PURP1;Q2PURP2;Q2PURP3;Q3GETTO1;Q3GETTO2;Q3GETTO3;Q3PARK;Q4BAGS;Q4STORE;Q4FOOD;Q4WIFI;Q5TIMESFLOWN;Q5FIRSTTIME;Q6LONGUSE;Q7ART;Q7FOOD;Q7STORE;Q7SIGN;Q7WALKWAY;Q7SCREENS;Q7INFODOWN;Q7INFOUP;Q7WIFI;Q7ROADS;Q7PARK;Q7AIRTRAIN;Q7LTPARKING;Q7RENTAL;Q7ALL;Q8-1;Q8-2;Q8-3;Q8-4;Q8-5;Q8-6;Q9Boarding;Q9AirTrain;Q9Rental;Q9Food;Q9Restroom;Q9All;Q9-1;Q9-2;Q9-3;Q10Safe;Q10-1;Q10-2;Q10-3;Q11TSAPRE;Q12PRECHECKRATE;Q12-1;Q12-2;Q12-3;Q13COUNTY;Q13GETRATE;Q14FIND ;Q14PASSTHRU;Q15PROBLEM;Q15A;Q15-1;Q15-2;Q15-3;NETPRO  ;Q17LIVE;Q18CITY;Q18COUNTY;Q18STATE;Q18ZIP;Q18COUNTRY;HOME;Q19Clear;Q20Age;Q21Gender;Q22Income;Q23FLY;Q24SJC;Q24OAK;LANG;WEIGHT
1516;373;29;2;4;9;A;1;3;1;1;INTERJET;GUADALAJARA;821;21;22;4;2;8:30 AM;10:45:00;135;1;;;2;;;;1;2;1;3;3;1;0;6;3;6;5;5;4;6;6;6;6;6;6;6;6;4;0;;;;;;5;6;6;5;5;5;0;;;5;1;;;2;;;;;1;0;5;5;2;;;;;7;1;FREMONT;ALAMEDA COUNTY;CA;94536;US;1;1;5;1;4;2;1;1;2;3,8875283
659;2779;59;3;5;81;F;3;2;1;1;UNITED;NEWARK;1604;30;43;2;4;9:30 PM;23:45:00;135;1;;;6;;;;2;2;2;2;4;1;2;5;4;4;4;4;4;6;6;4;4;6;4;6;6;3;0;;;;;;4;6;6;6;1;4;5;;;5;1;;;1;2;4;;;5;2;5;3;2;;;;;7;3;PRINCETON JUNCTION;MERCER COUNTY;NJ;8550;US;12;2;4;1;4;1;1;2;1;1,4869248
656;2778;59;3;5;81;F;3;2;1;1;UNITED;NEWARK;1604;30;43;2;4;8:00 PM;23:45:00;225;1;;;3;;;;2;2;2;1;3;1;2;4;3;6;2;5;5;6;6;3;6;6;6;6;6;4;52;;;;;;5;6;6;4;4;4;0;;;5;2;;;1;5;2;;;11;5;4;5;2;;;;;7;3;ANGIER;HARNETT COUNTY;NC;27501;US;12;2;6;1;4;1;2;2;1;1,4869248
2929;1412;524;15;3;24;B;3;2;1;1;SOUTHWEST;SAN DIEGO;5698;28;57;1;2;7:30 PM;20:45:00;75;1;;;5;;;;2;2;1;2;3;1;2;4;1;3;5;5;5;6;6;4;6;6;6;6;6;3;102;152;5;110;53;;4;6;6;3;4;4;0;;;5;1;;;2;;;;;5;5;5;5;2;;;;;7;3;SAN DIEGO;SAN DIEGO COUNTY;CA;92110;US;10;2;3;2;4;1;2;2;1;0,9942748
280;2540;57;3;5;90;F;3;2;1;1;UNITED;BALTIMORE;1153;30;6;2;2;6:30 PM;21:44:00;194;1;;;4;;;;2;1;1;1;4;1;2;5;3;6;4;4;4;6;6;5;6;6;6;6;6;4;210;202;;;;;4;6;6;4;4;4;0;;;5;4;;;2;;;;;5;5;5;1;2;;;;;7;3;BALTIMORE;BALTIMORE CITY;MD;21216;US;12;2;4;2;0;1;2;2;1;1,4869248
2649;431;14;1;3;26;B;3;2;1;1;SOUTHWEST;DENVER;5789;28;14;1;4;8:00 PM;21:20:00;80;1;;;5;;;;2;2;1;2;3;1;3;3;3;4;4;4;0;6;6;4;4;6;4;6;6;3;101;801;;;;;4;4;6;4;4;4;11;;;4;5;;;2;;;;;5;5;5;4;2;;;;;7;3;AURORA;ARAPAHOE COUNTY;CO;80012;US;10;2;7;1;1;1;0;1;1;0,9942748
1500;338;20;2;4;48;C;1;1;1;1;DELTA;LOS ANGELES;2678;16;34;1;4;7:00 AM;09:15:00;135;1;;;5;;;;2;2;1;1;1;1;2;6;3;3;4;0;3;6;6;5;6;6;4;6;6;3;6;;;;;;4;4;4;4;4;4;0;;;3;16;;;2;;;;;5;5;4;2;2;;;;;7;3;BROOKLYN;KINGS COUNTY;NY;11230;US;12;2;4;2;2;2;2;2;1;1,1789461
2450;941;905;11;6;67;E;2;2;1;1;UNITED;CHICAGO-O'HARE;268;30;12;3;4;11:30 AM;14:19:00;169;2;;;3;;;;1;2;1;1;1;2;1;6;3;6;5;6;4;6;6;4;6;6;6;6;6;3;56;6;102;;;;4;6;6;4;1;3;5;;;5;1;;;1;5;2;4;;11;0;5;5;2;;;;;7;3;MOUNTVILLE;LANCASTER COUNTY;PA;17554;US;12;2;4;2;2;2;2;2;1;1,4869248
3045;475;12;1;3;56;D;2;2;1;1;AMERICAN;DALLAS-FT. WORTH;2207;8;13;3;4;12:00 PM;13:50:00;110;2;;;2;;;;1;1;1;1;3;1;2;5;4;4;4;4;3;6;6;4;6;6;4;6;6;BLANK;101;;;;;;4;4;6;4;4;4;0;;;4;6;;;2;;;;;5;3;5;4;2;;;;;7;3;JUAREZ;;;;MEXICO;13;2;4;2;2;1;1;2;2;1,0611394
614;2392;645;31;5;50;D;1;2;1;1;ALASKA;NEWARK;1174;7;43;2;4;5:30 AM;07:50:00;140;2;;;2;;;;1;1;2;2;2;1;4;6;6;5;5;6;6;6;6;6;6;6;6;6;6;4;0;;;;;;3;6;6;6;5;5;0;;;5;0;;;2;;;;;1;3;5;5;2;;;;;7;1;LIVERMORE;ALAMEDA COUNTY;CA;94551;US;1;2;5;2;0;2;1;1;1;1,1063322
204;2229;609;23;4;45;D;3;2;1;1;AMERICAN;LOS ANGELES;6025;8;34;1;4;3:30 PM;17:40:00;130;2;;;4;;;;1;2;2;1;1;1;4;4;6;6;4;6;6;6;6;4;6;6;6;6;6;3;102;;;;;;3;6;6;6;3;3;0;;;5;0;;;2;;;;;5;4;4;2;2;;;;;7;3;FRANKFURT;;;;GERMANY;15;2;5;1;0;1;2;2;1;1,0611394
1049;1305;540;18;6;94;G;3;3;1;1;AIR CANADA;CALGARY;8590;3;10;4;2;11:30 AM;18:55:00;445;2;;;5;;;;1;2;1;2;2;1;2;5;3;2;3;3;4;6;6;6;6;6;6;6;6;5;73;5;78;61;;;5;6;6;5;4;4;0;;;5;8;;;2;;;;;6;5;5;3;2;;;;;7;3;SYDNEY;;;;AUSTRALIA;19;2;4;1;4;2;2;2;1;0,3461202
2209;200;41;3;5;23;B;1;1;1;1;SOUTHWEST;LAS VEGAS;1494;28;31;1;4;8:30 AM;10:45:00;135;2;;;5;;;;1;2;1;1;1;2;1;2;3;2;4;4;3;4;4;5;6;6;6;6;6;3;0;;;;;;5;6;6;4;4;4;0;;;4;0;;;2;;;;;5;5;4;5;2;;;;;7;3;LONDON;;;;UNITED KINGDOM;15;2;3;2;0;3;2;2;1;0,9942748
1471;351;25;2;4;5;A;1;3;1;1;AVIANCA;SAN SALVADOR;565;10;59;5;1;4:45 AM;06:55:00;130;2;;;2;;;;1;2;2;2;1;2;1;6;6;6;6;5;6;6;6;6;6;6;6;6;6;BLANK;0;;;;;;5;6;6;6;5;5;0;;;5;0;;;2;;;;;1;5;5;5;2;;;;;7;1;OAKLAND;ALAMEDA COUNTY;CA;94660;US;1;2;7;2;0;2;2;1;2;0,6704842
2296;854;527;16;4;94;G;3;3;1;1;WOW;REYKJAVIK;162;33;54;6;1;3:30 PM;18:55:00;205;2;;;3;;;;1;2;1;1;1;1;2;4;2;3;3;4;3;2;2;5;6;6;5;6;6;4;101;;;;;;5;4;6;4;6;4;0;;;5;1;;;4;;;;;11;6;3;3;2;;;;;7;3;MERCER ISLAND;KING COUNTY;WA;98040;US;10;2;2;1;0;2;2;2;1;0,6088813
2412;869;530;16;4;98;G;3;3;1;1;AIR NEW ZEALAND;AUCKLAND;7;6;3;9;2;7:15 PM;21:40:00;145;2;;;3;;;;2;2;1;1;3;1;3;5;4;3;3;5;4;6;6;5;6;6;6;6;6;4;0;;;;;;4;6;6;5;4;4;0;;;5;1;;;4;;;;;11;6;5;6;2;;;;;7;3;PORTLAND;MULTNOMAH COUNTY;OR;97202;US;10;2;4;2;3;2;2;2;1;0,6704842
2407;866;530;16;4;98;G;3;3;1;1;AIR NEW ZEALAND;AUCKLAND;7;6;3;9;2;12:00 PM;21:40:00;580;2;;;3;;;;2;1;1;1;1;2;1;5;4;4;5;5;5;6;5;5;6;6;6;6;6;5;1;;;;;;5;6;6;5;4;5;0;;;5;5;;;4;;;;;11;6;5;6;2;;;;;7;3;BANGOR;NORTHAMPTON COUNTY;PA;18013;US;12;1;5;1;4;1;2;2;1;0,6704842
1514;372;29;2;4;9;A;1;3;1;1;INTERJET;GUADALAJARA;821;21;22;4;2;9:00 AM;10:45:00;105;3;;;2;;;;1;2;2;2;4;1;3;4;4;4;4;5;4;6;6;6;6;6;6;6;6;4;51;;;;;;5;6;6;6;5;4;0;;;5;1;;;1;5;2;;;1;0;4;4;2;;;;;7;1;EMERYVILLE;ALAMEDA COUNTY;CA;94608;US;1;2;3;2;2;2;1;1;2;3,8875283
3040;472;12;1;3;56;D;2;2;1;1;AMERICAN;DALLAS-FT. WORTH;2207;8;13;3;4;11:15 AM;13:50:00;155;3;;;5;;;;1;2;2;3;1;2;1;6;6;6;4;4;6;6;6;6;6;6;6;6;6;4;4;;;;;;3;6;6;6;4;4;0;;;5;4;;;2;;;;;5;4;5;5;2;;;;;7;3;;;;;;99;2;0;2;0;2;2;2;1;1,0611394
844;1544;514;15;3;54;D;3;2;1;1;ALASKA;PORTLAND;2864;7;50;1;2;5:00 PM;18:34:00;94;3;;;9;;;;2;1;2;2;1;1;4;6;6;3;4;4;4;6;6;6;2;6;5;6;4;BLANK;71;;;;;;5;5;5;6;5;5;0;;;5;4;;;2;;;;;7;4;5;5;2;;;;;7;3;PORTLAND;MULTNOMAH COUNTY;OR;97219;US;10;2;5;1;4;2;1;1;1;1,1063322
881;1501;518;15;3;52;D;3;2;1;1;ALASKA;RALEIGH-DURHAM;1106;7;53;2;2;8:00 PM;22:40:00;160;3;;;9;;;;1;2;1;2;1;1;3;3;4;6;4;4;5;4;6;6;4;6;4;6;4;4;52;74;59;64;;;3;3;2;4;4;4;0;;;5;2;;;1;5;1;;;6;5;5;5;2;;;;;7;3;APEX;WAKE COUNTY;NC;27539;US;12;2;7;1;2;2;2;2;1;1,1063322
2409;867;530;16;4;98;G;3;3;1;1;AIR NEW ZEALAND;AUCKLAND;7;6;3;9;2;6:30 PM;21:40:00;190;3;;;6;;;;1;1;2;1;1;2;1;6;3;6;5;5;5;6;6;5;6;6;6;6;6;5;53;803;;;;;4;6;6;4;6;4;0;;;5;3;1;;1;4;1;;;1;5;5;5;2;;;;;7;3;MELBOURNE;;;;AUSTRALIA;19;2;7;2;2;2;2;2;1;0,6704842
1527;333;19;2;4;47;C;1;2;1;1;ALASKA;LOS ANGELES;1930;7;34;1;4;6:00 AM;07:50:00;110;3;;;2;;;;1;2;2;2;3;1;4;3;3;3;4;3;4;6;6;2;3;3;6;6;6;4;11;;;;;;3;3;6;3;3;3;4;;;4;6;;;1;5;1;;;6;5;5;5;2;;;;;7;1;REDWOOD CITY;SAN MATEO COUNTY;CA;94062;US;6;1;6;2;2;1;1;1;1;1,1063322
1195;1393;525;15;3;28;B;3;2;1;1;SOUTHWEST;LAS VEGAS;1201;28;31;1;4;8:25 PM;21:45:00;80;3;;;2;;;;2;2;2;2;1;2;1;6;3;3;4;4;4;6;6;4;4;6;3;6;6;4;102;;;;;;4;5;6;3;4;4;0;;;4;5;;;2;;;;;7;5;5;5;2;;;;;7;3;LAS VEGAS;CLARK COUNTY;NV;89123;US;10;2;3;1;1;2;2;2;1;0,9942748
1042;1302;540;18;6;94;G;3;3;1;1;AIR CANADA;CALGARY;8590;3;10;4;2;2:00 PM;18:55:00;295;5;;;8;;;;2;1;2;1;2;1;4;6;4;4;3;4;4;6;6;4;6;6;6;6;6;4;16;102;14;;;;4;6;6;2;3;4;0;;;4;16;;;1;4;7;1;;6;4;3;4;2;;;;;7;3;VANCOUVER;;;;CANADA;13;2;4;1;3;2;2;2;1;0,3461202
2957;451;9;1;3;57;D;2;1;1;1;AMERICAN;NEW YORK-JFK;12;8;42;2;4;8:30 AM;11:25:00;175;1;;;5;;;;1;2;1;2;3;1;2;6;4;4;4;4;4;6;6;3;4;6;6;6;6;4;0;;;;;;4;6;6;4;4;4;0;;;3;12;;;1;5;1;;;5;3;5;4;0;;;;;8;1;SAN FRANCISCO;SAN FRANCISCO COUNTY;CA;94133;US;5;2;4;2;4;2;2;2;1;1,0611394
2380;889;531;16;4;102;G;3;3;1;1;UNITED INTL;SYDNEY;863;31;67;9;4;8:00 PM;22:35:00;155;3;;;3;;;;2;1;1;2;1;2;1;4;3;3;2;4;4;6;6;6;6;6;6;6;6;4;61;56;993;;;;5;6;6;4;4;5;0;;;5;20;;;4;;;;;11;6;3;6;1;FINDING M WAY TO THE INTERNATIONAL TERMINAL.;5;;;8;3;NEWCASTLE;;;;AUSTRALIA;19;2;5;1;3;2;2;2;1;1,4869248
102;562;626;29;3;88;F;2;1;1;1;UNITED;WASHINGTON,DC-DULLES;727;30;72;2;2;9:00 AM;12:20:00;200;2;;;9;;;;1;2;1;2;1;1;3;4;4;6;4;3;4;4;4;6;4;6;4;6;4;4;0;;;;;;4;4;4;4;4;4;0;;;4;0;;;1;5;0;;;5;5;4;5;1;ELAVAATOR FROM AIRTRAIN TO TERMINAL WAS NOT WORKING;23;;;8;3;CORNELIUS;MECKLENBURG COUNTY;NC;28031;US;12;2;6;1;3;2;2;2;1;1,4869248
2486;2745;68;5;7;83;F;2;1;1;1;UNITED;NEWARK;535;30;43;2;4;8:40 AM;11:30:00;170;3;;;6;15;;;2;2;2;2;3;1;2;4;6;0;4;3;4;3;6;4;3;6;4;6;6;4;202;52;54;;;;5;5;6;4;4;4;0;;;5;16;;;2;;;;;7;4;3;3;1;THEY HAD TO CHECK MY BAG, OPENED IT, DIDN'T HAVE ANYTHING;31;;;8;1;PALO ALTO;SANTA CLARA COUNTY;CA;94306;US;7;2;7;2;2;2;2;2;1;1,4869248
342;2142;182;18;6;101;G;2;3;1;1;LUFTHANSA;FRANKFURT;455;24;20;6;4;12:30 PM;15:00:00;150;3;;;2;;;;1;2;2;1;1;1;2;4;6;6;4;5;4;6;6;4;6;6;6;6;6;5;0;;;;;;5;6;6;6;5;5;0;;;4;3;;;2;;;;;1;5;4;3;1;TSA PULLED ME ASIDE CHECKED LUGGAGE TOO LONG.;31;;;8;3;MINDEN;;;;GERMANY;15;0;6;2;1;2;2;2;1;0,3607733
1808;1691;553;21;2;97;G;3;3;1;1;UNITED INTL;LONDON HEATHROW;930;31;32;6;4;5:00 PM;19:35:00;155;1;;;2;;;;1;2;2;1;5;1;4;4;3;3;4;4;4;6;6;3;6;6;6;6;6;4;202;;;;;;4;6;6;4;4;4;0;;;4;0;;;1;1;12;7;;3;4;5;1;1;IT TOOK 30 MINUTES FOR A PERSON TO TAKEEVRYTHING OUT OF POCKES, SPOKEN TO 4 TIMES, BY TSA;32;;;8;1;SAUSALITO;MARIN COUNTY;CA;94965;US;3;0;5;2;4;1;2;2;1;1,4869248
322;2573;53;3;5;88;F;3;2;1;1;UNITED;BURBANK;1586;30;9;1;1;4:00 PM;18:10:00;130;2;;;9;;;;1;2;2;1;1;2;1;4;3;3;5;5;5;6;6;5;4;6;5;6;5;5;31;;;;;;5;4;5;6;3;4;0;;;5;16;;;2;;;;;5;5;5;5;1;WE HAD A GATE CHANGE, BUT I HAD AN APP.;51;;;8;3;NASHUA;HILLSBOROUGH COUNTY;NH;3063;US;12;2;5;1;2;2;2;2;1;1,4869248
1090;1283;92;10;5;42;C;1;2;1;1;DELTA;MINNEAPOLIS-ST. PAUL;1581;16;38;3;4;6:00 AM;07:45:00;105;0;;;6;;;;1;1;2;2;1;1;2;6;2;2;3;4;4;6;6;6;6;6;4;6;6;4;104;;;;;;4;4;6;4;4;4;0;;;5;5;;;2;;;;;1;5;4;4;2;;;;;8;1;LIVERMORE;ALAMEDA COUNTY;CA;94551;US;1;2;4;1;0;2;2;1;1;1,1789461
2211;201;39;3;5;24;B;1;1;1;1;SOUTHWEST;PHOENIX;1860;28;49;1;4;6:00 AM;08:45:00;165;1;5;;14;;;;1;2;1;2;1;2;1;6;4;4;0;5;5;5;6;6;4;6;6;6;6;4;18;;;;;;4;6;6;6;6;4;0;;;4;22;;;1;5;2;;;5;5;5;5;2;;;;;8;3;COLUMBUS;PLATTE COUNTY;NE;68601;US;11;2;6;2;4;2;2;2;1;0,9942748
1555;314;24;2;4;46;C;2;1;1;1;DELTA;ATLANTA;1680;16;2;2;4;10:45 AM;12:30:00;105;1;;;5;;;;1;1;1;2;2;2;1;3;2;4;3;4;3;3;3;6;6;6;6;6;6;3;102;151;993;;;;4;6;6;3;4;4;0;;;4;2;;;2;;;;;5;0;4;4;2;;;;;8;3;POWDER SPRINGS;COBB COUNTY;GA;30127;US;12;2;4;1;2;2;2;2;1;1,1789461
2249;2754;67;5;7;73;F;1;1;1;1;UNITED;BAKERSFIELD;5916;30;5;1;1;8:00 AM;10:28:00;148;1;;;3;;;;2;1;2;2;3;1;2;4;6;3;4;3;4;6;4;6;6;6;6;6;6;4;6;5;103;;;;5;6;6;6;5;5;0;;;4;2;4;;2;;;;;11;0;5;6;2;;;;;8;2;LAKE ISABELLA;KERN COUNTY;CA;93240;US;10;2;4;1;4;2;2;2;1;1,4869248
879;1500;518;15;3;52;D;3;2;1;1;ALASKA;RALEIGH-DURHAM;1106;7;53;2;2;8:00 PM;22:40:00;160;1;;;12;;;;2;2;2;2;2;1;3;6;6;6;5;5;5;5;6;6;6;6;6;6;3;4;0;;;;;;4;6;4;6;3;4;0;;;5;2;;;1;0;0;;;9;3;5;3;2;;;;;8;3;LEWISVILLE;FORSYTH COUNTY;NC;27023;US;12;2;5;2;3;2;2;2;1;1,1063322
546;2400;644;31;5;54;D;1;2;1;1;ALASKA;SEATTLE;313;7;62;1;4;6:00 AM;07:15:00;75;1;;;2;;;;1;2;2;2;3;0;4;4;5;4;4;4;5;6;6;6;6;6;6;6;6;4;0;;;;;;4;6;6;6;5;4;0;;;5;0;;;1;5;0;;;6;3;4;4;2;;;;;8;1;REDWOOD CITY;SAN MATEO COUNTY;CA;94065;US;6;2;0;1;0;1;1;1;1;1,1063322
2956;450;9;1;3;57;D;2;1;1;1;AMERICAN;NEW YORK-JFK;12;8;42;2;4;9:15 AM;11:25:00;130;1;;;2;;;;2;2;1;1;4;1;2;6;4;6;4;4;4;6;6;4;6;6;6;6;6;4;10;;;;;;3;6;0;4;3;4;0;;;5;1;;;2;;;;;4;3;4;4;2;;;;;8;1;NAPA;NAPA COUNTY;CA;94558;US;4;0;7;1;2;2;2;2;1;1,0611394
1439;384;17;2;4;22;B;1;2;1;1;FRONTIER;DENVER;670;19;14;1;4;6:00 PM;00:59:00;419;1;;;1;;;2;1;1;2;1;1;2;1;3;6;4;5;6;4;6;6;4;4;6;6;6;6;4;0;;;;;;4;6;6;6;4;4;0;;;4;6;;;2;;;;;7;3;5;5;2;;;;;8;3;SHENZEHEN;;;;CHINA;16;2;3;1;2;2;2;2;1;0,2080380
243;2531;58;3;5;71;F;3;2;1;1;UNITED;NASHVILLE;2060;30;40;3;2;9:20 PM;22:40:00;80;1;;;3;;;;2;2;2;1;1;2;1;3;3;3;4;3;4;6;6;3;6;6;6;6;6;5;14;;;;;;5;6;6;3;4;4;0;;;5;4;;;4;;;;;11;3;3;6;2;;;;;8;3;POWAY;SAN DIEGO COUNTY;CA;92064;US;10;2;3;1;4;2;2;2;1;1,4869248
889;1371;544;18;6;92;G;3;3;1;1;AIR CANADA;TORONTO;754;3;70;4;4;5:00 PM;22:30:00;330;1;;;9;;;;1;1;1;1;2;1;2;3;2;3;4;5;5;6;6;5;4;6;5;6;4;4;31;14;104;;;;5;5;5;4;5;5;0;;;5;4;;;1;5;21;;;6;4;5;5;2;;;;;8;3;TORONTO;;;;CANADA;13;2;6;2;2;2;2;2;1;0,3461202
1566;320;23;2;4;42;C;2;1;1;1;DELTA;DETROIT;745;16;16;3;3;9:30 AM;11:35:00;125;1;;;11;;;;1;1;1;1;1;1;3;3;1;2;5;6;5;5;5;5;6;6;6;6;6;4;102;;;;;;5;6;6;5;5;5;0;;;5;3;;;1;3;0;;;5;4;5;5;2;;;;;8;3;OSSEO;HENNEPIN COUNTY;MN;55311;US;11;2;3;2;4;2;2;2;1;1,1789461
104;564;626;29;3;88;F;2;1;1;1;UNITED;WASHINGTON,DC-DULLES;727;30;72;2;2;11:00 AM;12:20:00;80;1;;;1;;;2;2;2;2;2;6;1;4;3;3;3;3;4;4;3;2;2;3;3;2;3;6;BLANK;75;102;31;14;;;3;6;6;4;3;3;0;;;5;0;;;1;5;0;;;3;4;4;4;2;;;;;8;1;SAUSALITO;MARIN COUNTY;CA;94965;US;3;1;6;1;1;2;2;2;1;1,4869248
2338;237;904;2;4;72;F;2;2;1;1;UNITED;AUSTIN;1889;30;4;3;2;2:45 PM;16:45:00;120;1;;;5;;;;2;2;2;1;5;1;4;4;4;3;4;4;4;4;4;4;4;3;5;2;2;4;74;75;;;;;4;4;4;5;4;4;0;;;5;1;3;;2;;;;;6;4;5;4;2;;;;;8;3;AUSTIN;TRAVIS COUNTY;TX;78731;US;11;2;3;1;4;2;1;1;1;1,4869248
1585;330;21;2;4;41;C;1;1;1;1;DELTA;SALT LAKE CITY;3576;16;55;1;2;8:25 AM;10:05:00;100;1;;;5;;;;2;2;1;1;1;2;1;6;6;6;3;6;6;6;6;4;4;6;6;6;6;4;52;;;;;;2;6;6;6;4;2;0;;;3;4;;;2;;;;;5;4;4;5;2;;;;;8;3;COLORADO SPRINGS;EL PASO COUNTY;CO;80923;US;10;2;5;1;3;2;2;2;1;1,1789461
326;2576;53;3;5;88;F;3;2;1;1;UNITED;BURBANK;1586;30;9;1;1;4:30 PM;18:10:00;100;1;;;3;;;;2;1;1;2;6;1;4;5;4;4;4;5;4;6;6;3;5;5;5;6;4;4;11;57;;;;;4;4;4;4;4;4;0;;;5;16;;;2;;;;;11;4;5;6;2;;;;;8;3;SOUTH PASADENA;LOS ANGELES COUNTY;CA;91030;US;10;1;5;1;4;1;1;1;1;1,4869248
2670;434;14;1;3;26;B;3;2;1;1;SOUTHWEST;DENVER;5789;28;14;1;4;5:00 PM;21:20:00;260;1;;;5;;;;2;2;1;1;3;1;3;6;3;6;4;4;5;4;4;5;6;6;4;6;6;4;5;;;;;;4;3;6;3;3;3;0;;;5;4;;;1;4;1;;;6;5;5;5;2;;;;;8;3;LITTLETON;ARAPAHOE COUNTY;CO;80120;US;10;1;6;1;4;2;1;2;1;0,9942748
869;1534;515;15;3;51;D;3;2;1;1;ALASKA;SEATTLE;1759;7;62;1;4;5:30 PM;19:25:00;115;1;;;5;;;;2;1;1;2;3;1;3;4;4;3;5;4;4;6;6;3;4;6;4;6;2;3;74;;;;;;5;5;6;5;4;5;0;;;5;4;;;1;3;15;;;6;5;5;5;2;;;;;8;3;SEATTLE;KING COUNTY;WA;98101;US;10;2;4;2;4;2;1;1;1;1,1063322
279;2539;57;3;5;90;F;3;2;1;1;UNITED;BALTIMORE;1153;30;6;2;2;11:00 AM;21:44:00;644;1;;;13;;;;1;2;1;1;1;2;1;6;3;3;4;4;4;6;6;5;6;6;6;6;6;4;31;14;804;;;;4;6;6;4;5;4;0;;;5;1;16;;1;5;21;;;5;5;5;4;2;;;;;8;3;STEWARTSTOWN;YORK COUNTY;PA;17363;US;12;1;5;1;4;2;2;2;1;1,4869248
3201;523;1;1;3;84;F;1;1;1;1;UNITED;ONTARIO (CALIF);5249;30;44;1;1;7:00 AM;08:35:00;95;1;;;3;;;;2;2;1;2;4;1;4;5;4;3;4;4;4;2;3;3;3;3;4;4;6;4;11;14;153;54;16;;5;5;6;4;5;5;0;;;4;0;;;2;;;;;11;5;5;6;2;;;;;8;2;MCKINLEYVILLE;HUMBOLDT COUNTY;CA;95519;US;10;2;6;1;3;2;1;2;1;1,4869248
1363;36;84;8;3;91;G;2;3;1;1;UNITED INTL;PARIS-DE GAULLE;990;31;47;6;4;11:30 AM;14:45:00;195;2;3;;3;;;;1;2;1;2;1;2;1;3;4;6;4;3;4;6;6;6;6;6;6;6;6;4;0;;;;;;4;6;6;4;4;4;0;;;5;0;;;2;;;;;11;6;6;6;2;;;;;8;3;SALEM;MARION COUNTY;OR;97303;US;10;2;6;2;2;2;2;2;1;1,4869248
1365;37;84;8;3;91;G;2;3;1;1;UNITED INTL;PARIS-DE GAULLE;990;31;47;6;4;11:30 AM;14:45:00;195;2;3;;3;;;;1;2;1;2;1;2;1;4;4;6;4;3;4;6;6;6;6;6;6;6;6;4;12;;;;;;4;6;6;4;3;4;0;;;4;0;;;2;;;;;11;6;6;6;2;;;;;8;3;SALEM;MARION COUNTY;OR;97303;US;10;2;7;1;2;2;2;2;1;1,4869248
1504;339;20;2;4;48;C;1;1;1;1;DELTA;LOS ANGELES;2678;16;34;1;4;7:30 AM;09:15:00;105;2;;;11;;;;1;2;1;2;1;1;4;6;3;6;0;4;4;6;6;6;3;6;6;6;6;4;62;;;;;;4;4;4;4;4;4;0;;;5;0;;;1;3;15;;;3;0;5;5;2;;;;;8;3;CINCINNATI;HAMILTON COUNTY;OH;45202;US;11;2;7;1;0;2;2;2;1;1,1789461
745;182;43;3;5;98;G;1;3;1;1;AIR CANADA;TORONTO;758;3;70;4;4;5:00 AM;07:25:00;145;2;;;3;;;;1;2;2;1;2;1;4;4;6;4;5;6;4;6;5;4;6;6;6;6;6;4;0;;;;;;5;6;6;6;5;4;0;;;5;22;;;2;;;;;7;0;5;5;2;;;;;8;1;CUPERTINO;SANTA CLARA COUNTY;CA;95014;US;7;2;0;2;0;2;1;1;1;0,3461202
2765;1721;205;20;1;7;A;3;3;1;1;WOW;REYKJAVIK;162;33;54;6;1;4:00 PM;18:55:00;175;2;;;2;;;;1;2;1;1;3;1;3;4;4;6;4;4;4;6;6;3;6;6;6;6;6;4;31;;;;;;5;6;6;4;4;4;0;;;5;2;;;1;5;2;;;5;2;3;3;2;;;;;8;1;SAN FRANCISCO;SAN FRANCISCO COUNTY;CA;94116;US;5;0;5;2;3;1;2;2;1;0,6088813
272;2550;55;3;5;73;F;3;2;1;1;UNITED;LOS ANGELES;1597;30;34;1;4;7:00 PM;20:10:00;70;2;;;5;;;;2;1;2;1;4;1;3;4;2;3;5;5;5;6;6;5;4;6;4;6;6;4;105;101;;;;;4;5;6;4;4;4;0;;;4;6;;;1;5;1;;;5;3;4;5;2;;;;;8;1;SAN FRANCISCO;SAN FRANCISCO COUNTY;CA;94115;US;5;1;2;2;2;2;1;2;1;1,4869248
1360;35;84;8;3;91;G;2;3;1;1;UNITED INTL;PARIS-DE GAULLE;990;31;47;6;4;11:00 AM;14:45:00;225;2;;;1;;;0;1;2;1;2;3;1;2;6;3;6;4;4;4;6;6;6;6;6;6;6;6;4;3;;;;;;3;6;6;3;3;3;0;;;4;0;;;1;4;0;;;6;3;4;4;2;;;;;8;1;SAN MATEO;SAN MATEO COUNTY;CA;94401;US;6;2;7;2;1;1;2;2;3;1,4869248
